"filename", "language", "C++", "Swift", "JSON", "XML", "Markdown", "Dart", "YAML", "HTML", "Properties", "Groovy", "Java", "comment", "blank", "total"
"d:\Do_An\Client\honey_mobile\lib\widgets\user-card.dart", "Dart", 0, 0, 0, 0, 0, 313, 0, 0, 0, 0, 0, 1, 8, 322
"d:\Do_An\Client\honey_mobile\lib\widgets\video-message.dart", "Dart", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"d:\Do_An\Client\honey_mobile\linux\flutter\generated_plugin_registrant.cc", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 20
"d:\Do_An\Client\honey_mobile\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\Do_An\Client\honey_mobile\linux\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\Do_An\Client\honey_mobile\linux\my_application.cc", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"d:\Do_An\Client\honey_mobile\linux\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"d:\Do_An\Client\honey_mobile\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 23
"d:\Do_An\Client\honey_mobile\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 13
"d:\Do_An\Client\honey_mobile\macos\Runner\AppDelegate.swift", "Swift", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\Do_An\Client\honey_mobile\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"d:\Do_An\Client\honey_mobile\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 1, 344
"d:\Do_An\Client\honey_mobile\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\Do_An\Client\honey_mobile\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 57, 13, 120
"d:\Do_An\Client\honey_mobile\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 10, 7, 31
"d:\Do_An\Client\honey_mobile\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 16, 6, 60
"d:\Do_An\Client\honey_mobile\web\manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\Do_An\Client\honey_mobile\windows\flutter\generated_plugin_registrant.cc", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 21
"d:\Do_An\Client\honey_mobile\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\Do_An\Client\honey_mobile\windows\runner\flutter_window.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"d:\Do_An\Client\honey_mobile\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"d:\Do_An\Client\honey_mobile\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"d:\Do_An\Client\honey_mobile\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"d:\Do_An\Client\honey_mobile\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"d:\Do_An\Client\honey_mobile\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"d:\Do_An\Client\honey_mobile\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"d:\Do_An\Client\honey_mobile\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 548, 62, 251, 544, 13, 10256, 53, 38, 8, 94, 13, 467, 1200, 13547
